Titolo;Contenuto
Avviso R.R. 41/2001 art.10 e T.U. 1775/1933 relativo alla presentazione, nell'ambito della procedura provinciale di autorizzazione unica, della domanda di concessione di derivazione acque superficiali dal Canale Reggiano di Secchia, in Comune di Casalgrande (RE) - procedura ordinaria - pratica n. 595 - RE13A0067;Le osservazioni e/o le opposizioni al rilascio della concessione devono pervenire, in forma scritta, al Servizio Tecnico dei Bacini degli affluenti del Po, sede di Reggio Emilia entro 15 giorni dalla data di pubblicazione dell’avviso nel BURER.
Avviso R.R. 41/2001 art.10 e T.U. 1775/1933 relativo alla presentazione, nell'ambito della procedura provinciale di autorizzazione unica, della domanda di concessione di derivazione acque superficiali dal Canale Reggiano di Secchia, in Comune di Casalgrande (RE) - procedura ordinaria - pratica n. 590 - RE13A0059;Le osservazioni e/o le opposizioni al rilascio della concessione devono pervenire, in forma scritta, al Servizio Tecnico dei Bacini degli affluenti del Po, sede di Reggio Emilia entro 15 giorni dalla data di pubblicazione dell’avviso nel BURER.
Avviso R.R. 41/2001 art.10 e T.U. 1775/1933 relativo alla presentazione, nell'ambito della procedura provinciale di autorizzazione unica, della domanda di concessione di derivazione acque superficiali dal Canale Reggiano di Secchia, in Comune di Reggio Emilia - procedura ordinaria - pratica n. 601 - RE14A0008;Le osservazioni e/o le opposizioni al rilascio della concessione devono pervenire, in forma scritta, al Servizio Tecnico dei Bacini degli affluenti del Po, sede di Reggio Emilia entro 15 giorni dalla data di pubblicazione dell’avviso nel BURER.
L.R. 18 maggio 1999, n. 9 e s.m.i. e DLgs 3 aprile 2006, n. 152 e s.m.i. - Procedura di VIA relativa al progetto di realizzazione di un impianto idroelettrico ad acqua fluente sul rio Serra in Comune di Bardi presentata dalla Comunalia di Granere, Lobbie, Tanugola e Caneto, all’interno della procedura di rilascio della nuova Autorizzazione Unica ex art. 12 del DLgs 387/03, di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto idroelettrico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio, dichiarazione di pubblica utilità e variante allo strumento urbanistico del Comune di Bardi. - Avviso di deposito - Dichiarazione di concorrenza;La Provincia di Parma - Servizio Ambiente, Autorizzazioni, progettazioni bonifiche e studio di fattibilità ambientale Autorità competente per l’effettuazione della Valutazione di impatto ambientale nei casi previsti dalla normativa vigente, avvisa che, ai sensi del Titolo III della L.R. 9/99 e s.m.i. e ai sensi del DLgs 152/06 e s.m.i, Parte Seconda, Titolo III, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA e per la costruzione ed esercizio della linea e degli impianti elettrici, il SIA e il progetto definitivo, relativi al:
L.R. 18 maggio 1999, n. 9 e s.m.i. e DLgs 3 aprile 2006, n. 152 e s.m.i. - Procedura di VIA relativa al progetto di realizzazione di un impianto idroelettrico ad acqua fluente sul torrente Ceno in località Serravalle in Comune di Varano de’ Melegari, all’interno della procedura di rilascio della nuova Autorizzazione Unica ex art. 12 del DLgs 387/03, di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto idroelettrico, delle opere ed infrastrutture ad esso connesse;La Provincia di Parma - Servizio Tutela e Valorizzazione dell’Ambiente, Autorità competente per l’effettuazione della Valutazione di impatto ambientale nei casi previsti dalla normativa vigente, avvisa che, ai sensi del Titolo III della L.R. 9/99 e s.m.i. e ai sensi del DLgs 152/06 e s.m.i, Parte Seconda, Titolo III, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA e per la costruzione ed esercizio della linea e degli impianti elettrici, il SIA e il progetto definitivo, relativi al:
Avviso di deposito del progetto di impianto idroelettrico sul Fiume Bidente-Ronco nel Comune di Meldola, presentato da Idroelettrica del Ronco S.r.l. - Autorizzazione unica D.Lgs. 387/03 con apposizione del vincolo preordinato all'esproprio e dichiarazione di pubblica utilità, indifferibilità ed urgenza delle opere;Si rende noto che la ditta Idroelettrica del Ronco S.r.l. - con sede legale in Comune di Meldola (FC), - Via Gualchiera n. 16 - con domanda presentata in data 23/1/2015, (prot. Prov. n. 6942/15) come integrata con note acquisite ai prott. provv. n. 11151/2015 del 4/2/2015, n. 12008/2015 del 6/2/2015, n. 11450/2015 del 5/2/2015, n. 15137/2015 del 13/2/2015 e n. 15138/2015 del 13/2/2015, ha chiesto l'autorizzazione unica per la costruzione ed esercizio (ai sensi del D.Lgs. 387/03), di un impianto di produzione di energia elettrica da fonte rinnovabile di tipo “idroelettrico” di potenza massima pari a kWe 98,82 e potenza nominale media di concessione pari a 49,00 kWe, da realizzare in Comune di Meldola (identificato catastalmente alle part.lle 357, 355 Sub 3, 354 del Foglio n. 28 del Comune di Meldola e alle part.lle 399, 397 Sub 12, 389 Sub 2 del Foglio n. 10 del Comune di Meldola).
Procedura di Autorizzazione Unica ex art. 12 DLgs 387/03 dell'impianto a combustione di biogas di discarica (potenza nominale 0,625 MWe) proposto da Herambiente Spa presso la Discarica Tre Monti, Imola - Avviso di deposito per consultazione ed eventuali osservazioni degli elaborati di variante urbanistica per apposizione del vincolo espropriativo preordinato all’asservimento coattivo di elettrodotto, quale infrastruttura connessa al nuovo impianto;Si comunica che Herambiente Spa in data 29/1/2015, ha presentato alla Città Metropolitana di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/2004, una istanza di rilascio ai sensi dell’art. 12 D.Lgs. 387/2003, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto a combustione di biogas di discarica, potenza nominale 0,625 MWe, presso la Discarica Tre Monti, Comune di Imola.
"Procedure in materia di Impatto Ambientale L.R. 18 maggio 1999, n. 9 e successive modifiche ed integrazioni – Procedura di Autorizzazione Unica D.Lgs 387/03 - Procedura di variazione agli strumenti urbanistici L.R. 18 maggio 1999, n. 9 come modificata dalla L.R. 16 novembre 2000 n. 35 – Titolo III - progetto denominato ""San Polo d’Enza"" - impianto per lo sfruttamento della risorsa idrica ai fini della produzione di energia elettrica sul torrente Enza in località San Polo d’Enza (RE)";L'Autorità competente per la Valutazione di Impatto Ambientale: Regione Emilia-Romagna - Servizio Valutazione Impatto e Promozione Sostenibilità Ambientale avvisa che ai sensi del Titolo III della Legge regionale 18 maggio 1999, n. 9 e successive modifiche ed integrazioni, sono stati depositati, per la libera consultazione da parte dei soggetti interessati, elaborati progettuali per l’effettuazione della procedura di VIA, relativa al progetto: 
Avviso di deposito del progetto di impianto idroelettrico sulla rete di adduzione dell'acquedotto della Romagna presso il serbatoio idrico situato in Via dei Cappuccini, Comune di Cesena, presentato dalla società Romagna Acque - Società delle Fonti S.p.A. Autorizzazione unica D.Lgs. 387/03 con apposizione del vincolo preordinato all'esproprio e dichiarazione di pubblica utilità, indifferibilità ed urgenza delle opere. ;Si rende noto che la ditta Romagna Acque - Società delle Fonti S.p.A. - con sede legale in Comune di Forlì (FC), - Piazza del Lavoro n. 35 - con domanda in data 5/12/14, (prot. prov. n.111060/14) come integrata in data 18/12/14 (prot. prov. n. 114735 del 18/12/14) e in data 7/1/2015 (prot. prov. n. 366 del 8/1/2015), ha chiesto l'autorizzazione unica per la costruzione e l'esercizio (ai sensi del DLgs. 387/03), di un impianto di produzione di energia elettrica da fonte rinnovabile di tipo “idroelettrico” di potenza massima pari a kWe 95,8 e potenza nominale media di concessione pari a 79,1 kWe, da realizzare in Comune di Cesena, Via dei Cappuccini, (identificato catastalmente alle part.lle 134 e 2536 del Foglio n. 147
Ditta Rottam Ferrara di Cavicchi Roberto - Avviso dell'avvenuto deposito della documentazione per l'effettuazione della procedura congiunta di Valutazione di impatto ambientale (VIA) e modifica dell'Autorizzazione unica ex art. 208 DLgs 152/08;"
      "
L.R. 18 maggio 1999, n. 9 e s.m.i. e D.Lgs 3 aprile 2006, n. 152 e s.m.i. - Procedura di VIA relativa al progetto di realizzazione di un impianto idroelettrico ad acqua fluente, denominato Molino Mercadanti da realizzare presso il torrente Parmossa in comune di Neviano degli Arduini con linea di collegamento elettrico in MT in comune di Tizzano Val Parma(PR), all’interno della procedura di rilascio della nuova Autorizzazione Unica ex art. 12 del D.Lgs 387/03, di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto idroelettrico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio, dichiarazione di pubblica utilità e variante allo strumento urbanistico del Comune di Tizzano Val Parma;La Provincia di Parma - Servizio Ambiente, Parchi, Sicurezza e Protezione Civile, Autorità competente per l’effettuazione della Valutazione di impatto ambientale nei casi previsti dalla normativa vigente, avvisa che, ai sensi del Titolo III della L.R. 9/99 e s.m.i. e ai sensi del DLgs 152/06 e s.m.i, Parte Seconda, Titolo III, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA e per la costruzione ed esercizio della linea e degli impianti elettrici, il SIA e il progetto definitivo, relativi al:
Avviso di deposito del progetto di impianto idroelettrico sul Torrente Tevere nel Comune di Verghereto, località Falera, presentato da Energie e Servizi S.r.l. - Autorizzazione unica D.Lgs. 387/03 con apposizione del vincolo preordinato all'esproprio e dichiarazione di pubblica utilità, indifferibilità ed urgenza delle opere;"Si rende noto che la ditta Energie e Servizi S.r.l. - con se de legale in Comune di San Mauro Pascoli (FC) - Via Due Martiri n. 2 - con domanda in data 15/9/2014, (prot. Prov. n. 85738/14) come integrata in data 1/10/2014 (prot. prov. n. 92127 del 2/10/2014), ha chiesto l'autorizzazione unica per la costruzione ed esercizio (ai sensi del DLgs. 387/03), di un impianto di produzione di energia elettrica da fonte rinnovabile di tipo “idroelettrico” di potenza massima pari a kWe 99 e potenza nominale media di concessione pari a 18 kWe, da realizzare in Comune di Verghereto, loc. Falera, (identificato catastalmente alle part.lle 331, 332, 641, 357, 378, 379, 380, 381 del Foglio n. 87 del Comune di Verghereto; part.lle 96, 98 del Foglio n. 86 del Comune di Verghereto)."
L.R. 18 maggio 1999, n. 9 e s.m.i. e D.Lgs 3 aprile 2006, n. 152 e s.m.i. - Procedura di VIA relativa al progetto di realizzazione di una derivazione idroelettrica in fiume Taro nel comune di Bedonia, loc. Piane di Carniglia (PR) all’interno della procedura di rilascio della nuova Autorizzazione Unica ex art. 12 del D.Lgs 387/03, di competenza della Provincia di Parma, per la costruzione e l’esercizio dell’impianto idroelettrico, delle opere ed infrastrutture ad esso connesse, comportante apposizione del vincolo preordinato all’esproprio, dichiarazione di pubblica utilità e variante allo strumento urbanistico del Comune di Bedonia - ditta Sorgenia Hydro Srl;La Provincia di Parma - Servizio Ambiente, Parchi, Sicurezza e Protezione Civile, Autorità competente per l’effettuazione della Valutazione di impatto ambientale nei casi previsti dalla normativa vigente, avvisa che, ai sensi del Titolo III della L.R. 9/99 e s.m.i. e ai sensi del DLgs 152/06 e s.m.i, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l’effettuazione della procedura di VIA e per la costruzione ed esercizio della linea e degli impianti elettrici, il SIA e il progetto definitivo, relativi al:
"Procedimento di Valutazione d'Impatto Ambientale (VIA) relativo al progetto di un Impianto Idroelettrico sul torrente Enza in località Croce, comune di Montecchio Emilia (RE), denominato ""Impianto Croce"", all’interno dell’Autorizzazione Unica ex. art. 12 D.Lgs. 387/2003, comprensivo della Concessione di derivazione di acque superficiali dal Torrente Enza con occupazione di demanio fluviale";"L'Autorità competente Provincia di Reggio Emilia avvisa che, ai sensi dell'art. 14 della L.R. 9/99 e dell’art. 12 del D.Lgs. 387/2003 sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l'effettuazione della procedura di Valutazione d'Impatto Ambientale (""VIA"") relativi a:"
"Procedimento di Valutazione d'Impatto Ambientale (VIA) relativo al progetto di un impianto idroelettrico sul torrente Enza in localita’ Montecchio Emilia (RE), denominato ""Impianto Montecchio"", all’interno dell’Autorizzazione Unica ex. art. 12 D.lgs. 387/2003, comprensivo della Concessione di Derivazione di acque superficiali dal torrente Enza con occupazione di demanio fluviale";"L'Autorità Competente Provincia di Reggio Emilia avvisa che, ai sensi dell'art. 14 della L.R. 9/99 e dell’art. 12 del D.Lgs. 387/2003, sono stati depositati per la libera consultazione da parte dei soggetti interessati gli elaborati prescritti per l'effettuazione della procedura di Valutazione d'Impatto Ambientale (""VIA"") relativi a:"
Procedura di autorizzazione unica - D.Lgs. n. 387/2003 - per la costruzione e l'esercizio di un impianto di produzione di energia elettrica da biomasse in comune di Bettola frazione Roncovero - loc. Boccacci. Richiedente ditta Carrara F.lli S.n.c.;La Provincia di Piacenza avvisa che, il giorno 03/06/2014, la ditta Carrara F.lli S.n.c., con sede legale in comune di Bettola – Via Roncovero n. 22, ha presentato istanza per ottenere l’autorizzazione alla costruzione e all’esercizio di un impianto di produzione di energia elettrica da biomasse, con potenza nominale pari a 9 99,9 kWp, e del relativo elettrodotto da 15 kV ( in cavo areo e sotterraneo) di connessione alla rete di distribuzione da realizzare nel comune di Bettola.
Procedura di Autorizzazione Unica, ai sensi dell'art.12 del DLgs 387/03, per il progetto di “Impianto idroelettrico di Pian di Venola” sul fiume Reno in Comune di Marzabotto (BO). Avviso di deposito, ai sensi dell’art. 14 comma 2, L.R. 9/99 e s.m.i., del S.I.A. e del progetto nell’ambito della procedura di Valutazione di Impatto Ambientale di cui al Titolo III, artt. 11 ss. L.R. 9/99 e s.m. e i.. Proponente: SERI Srl ;SERI Srl, con sede legale in Via IV Novembre 2, Brescia, ha presentato alla Provincia di Bologna, Autorità competente ai sensi dell’art. 3 della L.R. 26/04, una istanza completa di rilascio (acquisita agli atti il 18/07/2013), ai sensi dell’art. 12 DLgs 387/03, dell’Autorizzazione Unica alla costruzione ed esercizio di un impianto idroelettrico sul Fiume Reno, in località Pian di Venola, in Comune di Marzabotto.
Avviso di deposito del progetto di impianto idroelettrico sul Fiume Savio nel Comune di Mercato Saraceno, località Bora, presentato dal Sig. Bartolini Nicolas - Autorizzazione unica D.Lgs. 387/03 con apposizione del vincolo preordinato all'esproprio e dichiarazione di pubblica utilità, indifferibilità ed urgenza delle opere.;Si rende noto che il Sig. Bartolini Nicolas - residente in Comune di Sant'Agata Feltria (RN), località Romagnano, Via Mozart n. 9 - con domanda in data 15/10/2013 (prot. prov. n. 129439 del 15/10/2013) come integrata con note prot. prov. n. 129441/13, n. 129440/13 del 15/10/13 e successivamente con note prot. n. 130802 del 18/10/13, prot. n. 31553 del 25/03/14, prot. n. 32348 del 26/03/14, prot. n. 41022 del 16/04/14 e prot. n. 44106 del 28/04/14, ha chiesto l'autorizzazione unica per la costruzione ed esercizio, con dichiarazione di pubblica utilità (ai sensi dell'art. 12 comma 1 DLgs. 387/03), di un impianto di produzione di energia elettrica da fonte rinnovabile di tipo “idroelettrico”, di potenza nominale media di concessione pari a kWp 20,66, da realizzare in Comune di Mercato Saraceno, località Bora, sul Fiume Savio (identificato catastalmente alle part.lle 74, 137, 138, e sul Demanio Pubblico dello Stato Ramo Acque, Foglio n. 2 del Comune di Mercato Saraceno).
